0.000000000000000000e+00,0.000000000000000000e+00,-3.052881599480593877e+01,7.235153355034221079e+01,0.000000000000000000e+00,5.000000000000000000e+02
7.071067811865475505e+00,6.972967811865474985e+00,-1.801589649786265568e+00,5.024533611569549407e+01,1.133312633019458460e+01,9.067206627482875092e+01
1.414213562373095101e+01,1.384783562373095123e+01,5.121651950386139163e+01,8.409168448598998680e+01,6.609483973515040134e-01,4.136602043356270286e+01
2.121320343559642652e+01,2.062460343559642695e+01,1.944707272626439476e+01,3.719487211354172729e+01,-3.866321039298084017e-01,2.702198994394586862e+01
2.828427124746190202e+01,2.730327124746190393e+01,5.553426701015552425e+01,3.429099312146253453e+01,6.197584579927218229e+00,3.653445640273146466e+01
3.535533905932737753e+01,3.388383905932737861e+01,2.041205191771219063e+00,7.392044217586436616e+01,2.133677561408608270e+01,4.935877233540261955e+01
4.242640687119285303e+01,4.036630687119285454e+01,6.979965027258973009e+01,4.618005612581532660e+01,2.555901376803288017e+01,5.286648766876290040e+01
4.949747468305832854e+01,4.675067468305833529e+01,3.151444258718364111e+01,1.483277555344451670e+01,3.223297537270382662e+01,5.488427287405882282e+01
5.656854249492380404e+01,5.303694249492381374e+01,5.039362970029711164e+01,6.190277317045237027e+01,4.510212257561189375e+01,6.039901559838687461e+01
6.363961030678927955e+01,5.922511030678928989e+01,7.468573211474031837e+01,2.138563728189847524e+01,4.951835686290523597e+01,6.389149916475653868e+01
7.071067811865475505e+01,6.531517811865477086e+01,1.422057151953779339e+02,2.824407477201053496e+01,5.085495890505984562e+01,6.977236108920571667e+01
7.778174593052023056e+01,7.130714593052024952e+01,6.146146810179037345e+01,1.094143159280740889e+02,5.698774352336917559e+01,7.467872997733164198e+01
8.485281374238570606e+01,7.720101374238572589e+01,1.026377436227183182e+02,1.124840906827618028e+02,6.811263280260132547e+01,8.298703413107426741e+01
9.192388155425118157e+01,8.299678155425119996e+01,8.248650607100218224e+01,5.473060783297896137e+01,6.999794206432466126e+01,8.806958641230545481e+01
9.899494936611665707e+01,8.869444936611667174e+01,1.387551093589567017e+02,1.061601235054247354e+02,7.831433874199480272e+01,9.942586077689307444e+01
1.060660171779821326e+02,9.429401717798214122e+01,7.347663766042077782e+01,9.622285639609356167e+01,8.617408627473184879e+01,1.054693545853871797e+02
1.131370849898476081e+02,9.979548498984762261e+01,1.692269619716317948e+02,8.894746571893159626e+01,8.971923759484558047e+01,1.068941779442470619e+02
1.202081528017130836e+02,1.051988528017131017e+02,9.914971671952507393e+01,1.208724020340906975e+02,9.805125688058289768e+01,1.119761976765748130e+02
1.272792206135785591e+02,1.105041206135785785e+02,1.157061680251473348e+02,1.255969632700295620e+02,1.110535581361131960e+02,1.163865276144412491e+02
1.343502884254440346e+02,1.157112884254440530e+02,1.141300340172976320e+02,1.374415193938273774e+02,1.221253280508771866e+02,1.184504984071873110e+02
1.414213562373095101e+02,1.208203562373095252e+02,1.408570569373323167e+02,1.367096037033397522e+02,1.310119730875932476e+02,1.219239620532657824e+02
1.484924240491749856e+02,1.258313240491749951e+02,1.304610320492983249e+02,9.772369412170510827e+01,1.375659357654095629e+02,1.294707486042175901e+02
1.555634918610404611e+02,1.307441918610404628e+02,1.150383750366573281e+02,1.569871914007412954e+02,1.455426201222838074e+02,1.376858961551700418e+02
1.626345596729059366e+02,1.355589596729059281e+02,9.500329229953221954e+01,1.214788170725230430e+02,1.548541772428489196e+02,1.436304983964150779e+02
1.697056274847714121e+02,1.402756274847714053e+02,1.600439863963960931e+02,1.629203774729551810e+02,1.574627835965509348e+02,1.433105301961713280e+02
1.767766952966368876e+02,1.448941952966368660e+02,1.838355259374193906e+02,1.067123486069787219e+02,1.633110178971534197e+02,1.442130243855906144e+02
1.838477631085023631e+02,1.494146631085023387e+02,1.975681585907835256e+02,1.434325644067177734e+02,1.682557200630954810e+02,1.466509031869351531e+02
1.909188309203678386e+02,1.538370309203678232e+02,1.965324024957788254e+02,1.322373017110419653e+02,1.735101553691505956e+02,1.495223993355532173e+02
1.979898987322333141e+02,1.581612987322332913e+02,1.948957082129610399e+02,1.713691700585499404e+02,1.793575794530856058e+02,1.494522349965202181e+02
2.050609665440987897e+02,1.623874665440987712e+02,2.262546864431272695e+02,1.747966492763808901e+02,1.886401125980230518e+02,1.519833562377426404e+02
2.121320343559642652e+02,1.665155343559642347e+02,2.202632806316476319e+02,1.695603138200406761e+02,1.953074025954961428e+02,1.576282969503623406e+02
2.192031021678297407e+02,1.705455021678297101e+02,1.889518471506486321e+02,1.257073752284746604e+02,2.001692983198117020e+02,1.620148233936216684e+02
2.262741699796952162e+02,1.744773699796951973e+02,1.899785434547293050e+02,1.884438011223188312e+02,2.073473067577243398e+02,1.677346788204313555e+02
2.333452377915606917e+02,1.783111377915606681e+02,2.970954233768521817e+02,1.401009236220724574e+02,2.205049129324403907e+02,1.689952864731519355e+02
2.404163056034261672e+02,1.820468056034261508e+02,2.816610808418292891e+02,1.912055309303329409e+02,2.249171930938078958e+02,1.706128801505117281e+02
2.474873734152916427e+02,1.856843734152916170e+02,2.260530220055276800e+02,1.566195677198846283e+02,2.294183830641657664e+02,1.711192663913787442e+02
2.545584412271571182e+02,1.892238412271570951e+02,2.565995508803355847e+02,1.797525441856734005e+02,2.388781863379367962e+02,1.732259856839459076e+02
2.616295090390225937e+02,1.926652090390225567e+02,2.211366801602399050e+02,2.367944998194855657e+02,2.460730157875212569e+02,1.782594746487757504e+02
2.687005768508880692e+02,1.960084768508880302e+02,2.296246327143797998e+02,1.630758987586659998e+02,2.522609695504199578e+02,1.775274690997450762e+02
2.757716446627535447e+02,1.992536446627535156e+02,3.127497897342738042e+02,1.918377339561590134e+02,2.593293062292841000e+02,1.778079003568087444e+02
2.828427124746190202e+02,2.024007124746189845e+02,2.619184697620705151e+02,1.909241803647968823e+02,2.690681895511073662e+02,1.839865699097693152e+02
2.899137802864844957e+02,2.054496802864844653e+02,2.910553485509911411e+02,1.874668350974307884e+02,2.792675079025196965e+02,1.878310211898974842e+02
2.969848480983499712e+02,2.084005480983499297e+02,3.541292072658583834e+02,2.355802537786942423e+02,2.845976910650561535e+02,1.950103735602394863e+02
3.040559159102154467e+02,2.112533159102154059e+02,2.789219900884631329e+02,1.796299148399520789e+02,2.933619355338553873e+02,1.942456070111750250e+02
3.111269837220809222e+02,2.140079837220808656e+02,3.079720060814412932e+02,2.048101629642530952e+02,3.023669056307987262e+02,1.969719731916193268e+02
3.181980515339463977e+02,2.166645515339463373e+02,3.545697975971426672e+02,2.805665032369033156e+02,3.126175057038603313e+02,2.023523542192012314e+02
3.252691193458118732e+02,2.192230193458118208e+02,3.266113859932391392e+02,2.178985869307716428e+02,3.215584562677993290e+02,2.056526480711849274e+02
3.323401871576773488e+02,2.216833871576772879e+02,3.326026108503134537e+02,2.406115044508958647e+02,3.279703579202877677e+02,2.083030716837219529e+02
3.394112549695428243e+02,2.240456549695427668e+02,2.983754055364739202e+02,2.474202741963659662e+02,3.367975761983852294e+02,2.119246084143411792e+02
3.464823227814082998e+02,2.263098227814082293e+02,3.118686494816909089e+02,2.275352645275962118e+02,3.429060598067616183e+02,2.131278185954068363e+02
3.535533905932737753e+02,2.284758905932737036e+02,3.503430570147496041e+02,2.456309547265639424e+02,3.482186186261270677e+02,2.152951316486580708e+02
3.606244584051392508e+02,2.305438584051391615e+02,3.479983414511680166e+02,2.113632980452264576e+02,3.553697018718632421e+02,2.179749950130333787e+02
3.676955262170047263e+02,2.325137262170046313e+02,3.995471900277019586e+02,2.062956017400329927e+02,3.600453548207851213e+02,2.209735097566400839e+02
3.747665940288702018e+02,2.343854940288701130e+02,3.249937009531377043e+02,2.362750693240936926e+02,3.678054419131500481e+02,2.211707588614423514e+02
3.818376618407356773e+02,2.361591618407355782e+02,4.007803017385649582e+02,2.271830192291243407e+02,3.752844651128662008e+02,2.249159419524957002e+02
3.889087296526011528e+02,2.378347296526010552e+02,4.146855504414771758e+02,2.831831153120077147e+02,3.821332534542153212e+02,2.276084216428032789e+02
3.959797974644666283e+02,2.394121974644665158e+02,4.245182346015932353e+02,2.316338058730461285e+02,3.910528864067816812e+02,2.305397542621924458e+02
4.030508652763321038e+02,2.408915652763319883e+02,4.265322675353309023e+02,2.662119571281020285e+02,3.991722610418052000e+02,2.327173733863808138e+02
4.101219330881975793e+02,2.422728330881974443e+02,4.518846327165308026e+02,2.211772737610333195e+02,4.060232879193360418e+02,2.328932995187931283e+02
4.171930009000630548e+02,2.435560009000629123e+02,3.848009177405423316e+02,2.302671636163979088e+02,4.127251856409891957e+02,2.372236348217942066e+02
4.242640687119285303e+02,2.447410687119283921e+02,4.314681505964938424e+02,1.882326342604707463e+02,4.208950904084404669e+02,2.421828284846850181e+02
4.313351365237940058e+02,2.458280365237938554e+02,4.911927300162095662e+02,2.655049809669438901e+02,4.280687768209179467e+02,2.422290044597600911e+02
4.384062043356594813e+02,2.468169043356593306e+02,4.325994666740383536e+02,2.517287359375943652e+02,4.340861540636934706e+02,2.408614514348837190e+02
4.454772721475249568e+02,2.477076721475247894e+02,4.030587645565598223e+02,2.632746172376248524e+02,4.406201947108854711e+02,2.405224692924305998e+02
4.525483399593904323e+02,2.485003399593902600e+02,4.532380507530692171e+02,2.667754125504835656e+02,4.460911491274211471e+02,2.412942560680328370e+02
4.596194077712559078e+02,2.491949077712557425e+02,4.579239945992540584e+02,2.405666138693181324e+02,4.519129270487555914e+02,2.403630142717638591e+02
4.666904755831213834e+02,2.497913755831212086e+02,4.529973169070901236e+02,2.674562795465136560e+02,4.602171939004768433e+02,2.409058501487534727e+02
4.737615433949868589e+02,2.502897433949866866e+02,4.703651686561146903e+02,2.483050687527285731e+02,4.696424174871208379e+02,2.399245182859863235e+02
4.808326112068523344e+02,2.506900112068521480e+02,4.909226678028336437e+02,1.989592885342028126e+02,4.774214478297417941e+02,2.404527218226485559e+02
4.879036790187178099e+02,2.509921790187176214e+02,4.792883053741777530e+02,3.045212474845362749e+02,4.843497678934052715e+02,2.418398481998137015e+02
4.949747468305832854e+02,2.511962468305830782e+02,5.075206926013610200e+02,2.333646615883716606e+02,4.957630319619646002e+02,2.424593566993496836e+02
5.020458146424487609e+02,2.513022146424485470e+02,4.804693184296317554e+02,2.688635488883554672e+02,5.035372000862218442e+02,2.434027243372343037e+02
5.091168824543142364e+02,2.513100824543140277e+02,5.262132032614397303e+02,2.610416342799165363e+02,5.091118847333271447e+02,2.436790471752327107e+02
5.161879502661797687e+02,2.512198502661794919e+02,5.192495488960385046e+02,2.227264606315483206e+02,5.167639701682780924e+02,2.440204748441935010e+02
5.232590180780453011e+02,2.510315180780449680e+02,5.542366650326829358e+02,2.475664641710436626e+02,5.208629447260041161e+02,2.436824502916771280e+02
5.303300858899108334e+02,2.507450858899104276e+02,5.265174720442350917e+02,2.807768668376702976e+02,5.288195830059977425e+02,2.432410125691815210e+02
5.374011537017763658e+02,2.503605537017758991e+02,5.856898238980962788e+02,2.779222089973114862e+02,5.349066055746563961e+02,2.458999462962328266e+02
