7.6868626,70.7106781,31.8004220,70.7106781
3.9121748,70.7106781,-18.0786860,69.7296781
7.3024420,70.7106781,65.3385813,68.7486781
-.1284930,70.7106781,72.6125394,67.7676781
36.3619819,70.7106781,43.9114063,66.7866781
25.6036581,70.7106781,35.6190520,65.8056781
41.2923298,70.7106781,109.3692453,64.8246781
48.7024656,70.7106781,26.0706656,63.8436781
49.8941338,70.7106781,72.8199234,62.8626781
78.1382041,70.7106781,37.4029630,61.8816781
101.4482908,70.7106781,91.2428548,60.9006781
155.0803632,70.7106781,33.6501153,59.9196781
49.4492295,70.7106781,88.8858904,58.9386781
31.2639239,70.7106781,62.3872310,57.9576781
86.3120125,70.7106781,114.1160207,56.9766781
82.4356055,70.7106781,107.6292807,55.9956781
68.0628584,70.7106781,92.1994736,55.0146781
84.1593467,70.7106781,133.0188160,54.0336781
163.3075572,70.7106781,72.0796968,53.0526781
69.0486312,70.7106781,76.5073370,52.0716781
153.8775239,70.7106781,100.7927239,51.0906781
168.8210482,70.7106781,151.1236381,50.1096781
166.7990338,70.7106781,119.6866905,49.1286781
229.4833873,70.7106781,164.9513228,48.1476781
217.1295543,70.7106781,190.3827354,47.1666781
152.1897092,70.7106781,199.9523235,46.1856781
192.3206639,70.7106781,167.9823148,45.2046781
225.7495577,70.7106781,154.8189124,44.2236781
220.5756128,70.7106781,141.6576524,43.2426781
184.0861941,70.7106781,114.8411382,42.2616781
194.5757556,70.7106781,168.4959961,41.2806781
256.4502817,70.7106781,149.8411157,40.2996781
282.2970083,70.7106781,132.9507272,39.3186781
207.9921290,70.7106781,164.1481694,38.3376781
203.0612472,70.7106781,190.7396445,37.3566781
258.2597854,70.7106781,157.7156918,36.3756781
262.4870992,70.7106781,173.3367039,35.3946781
232.5880798,70.7106781,201.0812729,34.4136781
278.9111941,70.7106781,171.5307808,33.4326781
253.4850505,70.7106781,211.3151915,32.4516781
308.6943257,70.7106781,212.8086135,31.4706781
296.8844771,70.7106781,200.9732176,30.4896781
259.0685172,70.7106781,167.5292760,29.5086781
303.9847890,70.7106781,223.9501911,28.5276781
310.9723171,70.7106781,195.4519344,27.5466781
281.0339517,70.7106781,213.2234396,26.5656781
327.4204046,70.7106781,201.8316127,25.5846781
330.5054547,70.7106781,218.6306902,24.6036781
279.8326239,70.7106781,221.2714154,23.6226781
322.9560818,70.7106781,255.8260613,22.6416781
327.0789867,70.7106781,241.1953960,21.6606781
363.5262042,70.7106781,251.8133790,20.6796781
310.1736769,70.7106781,235.7820788,19.6986781
355.6831862,70.7106781,269.4860805,18.7176781
343.2650098,70.7106781,218.2355718,17.7366781
427.2208618,70.7106781,187.8781958,16.7556781
420.4284317,70.7106781,237.8506790,15.7746781
414.3220676,70.7106781,279.4099040,14.7936781
430.4552054,70.7106781,181.9636409,13.8126781
405.3956531,70.7106781,263.6180910,12.8316781
402.1462369,70.7106781,242.2859156,11.8506781
438.0773086,70.7106781,172.4031070,10.8696781
436.0650861,70.7106781,278.9812534,9.8886781
467.7606358,70.7106781,268.3275381,8.9076781
385.7623361,70.7106781,265.9073772,7.9266781
461.4980310,70.7106781,228.6607425,6.9456781
533.6191280,70.7106781,247.0169172,5.9646781
463.8013580,70.7106781,345.7300062,4.9836781
491.2455882,70.7106781,228.8875192,4.0026781
522.5572968,70.7106781,308.8755159,3.0216781
517.9884612,70.7106781,271.7592348,2.0406781
532.7098775,70.7106781,219.8682803,1.0596781
467.2917386,70.7106781,233.0954734,.0786781
490.2373959,70.7106781,272.6270916,-.9023219
519.4778184,70.7106781,194.2444222,-1.8833219
526.4261218,70.7106781,252.0253568,-2.8643219
520.7482140,70.7106781,282.4568551,-3.8453219
558.3077512,70.7106781,232.8965025,-4.8263219
493.3163481,70.7106781,260.6739369,-5.8073219
524.6762087,70.7106781,294.8582136,-6.7883219
489.2046212,70.7106781,219.5258067,-7.7693219
579.5375300,70.7106781,240.5819005,-8.7503219
551.5791328,70.7106781,201.9921033,-9.7313219
627.2949557,70.7106781,301.0754482,-10.7123219
549.4598502,70.7106781,248.0016483,-11.6933219
588.2715514,70.7106781,235.3204923,-12.6743219
568.0911709,70.7106781,233.9296289,-13.6553219
609.9005801,70.7106781,283.5302064,-14.6363219
633.6861022,70.7106781,200.8167872,-15.6173219
610.8227679,70.7106781,154.8180095,-16.5983219
664.9292387,70.7106781,202.7065398,-17.5793219
623.8464076,70.7106781,219.9287043,-18.5603219
614.5180121,70.7106781,195.4921920,-19.5413219
645.0967188,70.7106781,223.0900162,-20.5223219
649.8212329,70.7106781,232.3419542,-21.5033219
684.5881861,70.7106781,279.1468223,-22.4843219
682.4697774,70.7106781,230.5451705,-23.4653219
665.7271697,70.7106781,247.7801479,-24.4463219
676.6866756,70.7106781,184.9746190,-25.4273219
726.8851276,70.7106781,260.6613577,-26.4083219
708.9570737,70.7106781,240.1184531,-27.3893219
704.2022540,70.7106781,249.4440474,-28.3703219
715.7012683,70.7106781,265.0221127,-29.3513219
689.0859528,70.7106781,222.7868278,-30.3323219
737.6573761,70.7106781,199.0077995,-31.3133219
765.3536934,70.7106781,217.5638103,-32.2943219
755.4354461,70.7106781,174.6946438,-33.2753219
706.1458209,70.7106781,220.1252628,-34.2563219
712.6797432,70.7106781,182.0256941,-35.2373219
763.5077892,70.7106781,132.6766961,-36.2183219
786.2373798,70.7106781,225.7621711,-37.1993219
796.4757114,70.7106781,160.8526168,-38.1803219
774.3751700,70.7106781,169.5167795,-39.1613219
760.2695709,70.7106781,177.4830784,-40.1423219
853.3037430,70.7106781,154.1321551,-41.1233219
798.3436522,70.7106781,91.1975736,-42.1043219
824.3543296,70.7106781,168.2498895,-43.0853219
827.6794061,70.7106781,178.0307318,-44.0663219
822.3859207,70.7106781,198.5667675,-45.0473219
827.7661793,70.7106781,95.3522392,-46.0283219
901.1323557,70.7106781,164.8839376,-47.0093219
858.6402030,70.7106781,117.1436004,-47.9903219
797.0929103,70.7106781,106.8965168,-48.9713219
879.1361491,70.7106781,135.2158778,-49.9523219
885.8278656,70.7106781,125.9370027,-50.9333219
790.4746716,70.7106781,146.9084161,-51.9143219
899.1187057,70.7106781,127.8766592,-52.8953219
909.0742477,70.7106781,110.9772220,-53.8763219
947.3992152,70.7106781,114.0843781,-54.8573219
940.2427028,70.7106781,83.1389637,-55.8383219
971.1244174,70.7106781,70.7178642,-56.8193219
927.0001982,70.7106781,115.9636439,-57.8003219
928.0278121,70.7106781,90.5433334,-58.7813219
963.4450940,70.7106781,29.0021212,-59.7623219
921.4760540,70.7106781,133.0854769,-60.7433219
964.4061114,70.7106781,115.4137888,-61.7243219
948.5033685,70.7106781,22.1650101,-62.7053219
952.3109146,70.7106781,41.0894010,-63.6863219
1020.0177267,70.7106781,-1.3368904,-64.6673219
993.4926546,70.7106781,-27.5477158,-65.6483219
1025.2650735,70.7106781,49.2030796,-66.6293219
934.3806522,70.7106781,102.2453217,-67.6103219
1054.8805158,70.7106781,51.4873202,-68.5913219
1045.9717268,70.7106781,-41.9889882,-69.5723219
